i	j	k	t	i2	j2	k2	t2	coeff
1	3	2	8	1	3	2	12	2000
1	3	2	8	1	3	2	15	2000
1	3	2	8	1	3	2	14	2000
1	3	2	8	1	3	2	17	2000
1	3	2	8	3	4	2	8	-2000
1	3	2	8	1	3	2	16	2000
1	3	2	8	1	3	2	19	2000
1	3	2	8	1	3	2	18	2000
1	3	2	11	1	3	2	11	2000
1	3	2	11	1	3	2	13	2000
1	3	2	11	1	3	2	12	2000
1	3	2	11	1	3	2	15	2000
1	3	2	11	1	3	2	14	2000
1	3	2	11	1	3	2	17	2000
1	3	2	11	1	3	2	16	2000
1	3	2	11	1	3	2	19	2000
1	3	2	11	1	3	2	18	2000
1	3	2	11	3	4	2	11	-2000
1	3	2	10	1	3	2	11	2000
1	3	2	10	1	3	2	10	2000
1	3	2	10	1	3	2	13	2000
1	3	2	10	1	3	2	12	2000
1	3	2	10	1	3	2	15	2000
1	3	2	10	1	3	2	14	2000
1	3	2	10	1	3	2	17	2000
1	3	2	10	1	3	2	16	2000
1	3	2	10	1	3	2	19	2000
1	3	2	10	3	4	2	10	-2000
1	3	2	10	1	3	2	18	2000
1	3	2	13	1	3	2	13	2000
1	3	2	13	3	4	2	13	-2000
1	3	2	13	1	3	2	15	2000
1	3	2	13	1	3	2	14	2000
1	3	2	13	1	3	2	17	2000
1	3	2	13	1	3	2	16	2000
1	3	2	13	1	3	2	19	2000
1	3	2	13	1	3	2	18	2000
1	3	2	12	1	3	2	13	2000
1	3	2	12	3	4	2	12	-2000
1	3	2	12	1	3	2	12	2000
1	3	2	12	1	3	2	15	2000
1	3	2	12	1	3	2	14	2000
1	3	2	12	1	3	2	17	2000
1	3	2	12	1	3	2	16	2000
1	3	2	12	1	3	2	19	2000
1	3	2	12	1	3	2	18	2000
1	3	2	15	1	3	2	15	2000
1	3	2	15	3	4	2	15	-2000
1	3	2	15	1	3	2	17	2000
1	3	2	15	1	3	2	16	2000
1	3	2	15	1	3	2	19	2000
1	3	2	15	1	3	2	18	2000
1	3	2	14	1	3	2	15	2000
1	3	2	14	3	4	2	14	-2000
1	3	2	14	1	3	2	14	2000
1	3	2	14	1	3	2	17	2000
1	3	2	14	1	3	2	16	2000
1	3	2	14	1	3	2	19	2000
1	3	2	14	1	3	2	18	2000
1	3	2	17	3	4	2	17	-2000
1	3	2	17	1	3	2	17	2000
1	3	2	17	1	3	2	19	2000
1	3	2	17	1	3	2	18	2000
1	3	2	16	3	4	2	16	-2000
1	3	2	16	1	3	2	17	2000
1	3	2	16	1	3	2	16	2000
1	3	2	16	1	3	2	19	2000
1	3	2	16	1	3	2	18	2000
1	3	2	19	3	4	2	19	-2000
1	3	2	19	1	3	2	19	2000
1	3	2	18	3	4	2	18	-2000
1	3	2	18	1	3	2	19	2000
1	3	2	18	1	3	2	18	2000
1	4	2	1	3	4	2	4	1000
1	4	2	1	3	4	2	5	1000
1	4	2	1	3	4	2	6	1000
1	4	2	1	3	4	2	7	1000
1	4	2	1	3	4	2	0	1000
1	4	2	1	3	4	2	1	1000
1	4	2	1	3	4	2	2	1000
1	4	2	1	3	4	2	3	1000
1	4	2	1	3	4	2	12	1000
1	4	2	1	3	4	2	13	1000
1	4	2	1	3	4	2	14	1000
1	4	2	1	3	4	2	15	1000
1	4	2	1	3	4	2	8	1000
1	4	2	1	3	4	2	9	1000
1	4	2	1	3	4	2	10	1000
1	4	2	1	3	4	2	11	1000
1	4	2	1	3	4	2	16	1000
1	4	2	1	3	4	2	17	1000
1	4	2	1	3	4	2	18	1000
1	4	2	1	3	4	2	19	1000
1	4	2	1	1	4	2	1	10
1	4	2	1	1	4	2	0	1000
1	4	2	1	1	4	2	3	3000
1	4	2	1	1	4	2	2	3000
1	4	2	1	1	4	2	5	3000
1	4	2	1	1	4	2	4	3000
1	4	2	1	1	4	2	7	3000
1	4	2	1	1	4	2	6	3000
1	4	2	1	1	4	2	9	3000
1	4	2	1	1	4	2	8	3000
1	4	2	1	1	4	2	11	3000
1	4	2	1	1	4	2	10	3000
1	4	2	1	1	4	2	13	3000
1	4	2	1	1	4	2	12	3000
1	4	2	1	1	4	2	15	3000
1	4	2	1	1	4	2	14	3000
1	4	2	1	1	4	2	17	3000
1	4	2	1	1	4	2	16	3000
1	4	2	1	1	4	2	19	3000
1	4	2	1	1	4	2	18	3000
1	4	2	1	2	4	2	3	1000
1	4	2	1	2	4	2	2	1000
1	4	2	1	2	4	2	1	1000
1	4	2	1	2	4	2	0	1000
1	4	2	1	2	4	2	7	1000
1	4	2	1	2	4	2	6	1000
1	4	2	1	2	4	2	5	1000
1	4	2	1	2	4	2	4	1000
1	4	2	1	2	4	2	11	1000
1	4	2	1	2	4	2	10	1000
1	4	2	1	2	4	2	9	1000
1	4	2	1	2	4	2	8	1000
1	4	2	1	2	4	2	15	1000
1	4	2	1	2	4	2	14	1000
1	4	2	1	2	4	2	13	1000
1	4	2	1	2	4	2	12	1000
1	4	2	1	2	4	2	19	1000
1	4	2	1	2	4	2	18	1000
1	4	2	1	2	4	2	17	1000
1	4	2	1	2	4	2	16	1000
1	4	2	0	3	4	2	4	1000
1	4	2	0	3	4	2	5	1000
1	4	2	0	3	4	2	6	1000
1	4	2	0	3	4	2	7	1000
1	4	2	0	3	4	2	0	1000
1	4	2	0	3	4	2	1	1000
1	4	2	0	3	4	2	2	1000
1	4	2	0	3	4	2	3	1000
1	4	2	0	3	4	2	12	1000
1	4	2	0	3	4	2	13	1000
1	4	2	0	3	4	2	14	1000
1	4	2	0	3	4	2	15	1000
1	4	2	0	3	4	2	8	1000
1	4	2	0	3	4	2	9	1000
1	4	2	0	3	4	2	10	1000
1	4	2	0	3	4	2	11	1000
1	4	2	0	3	4	2	16	1000
1	4	2	0	3	4	2	17	1000
1	4	2	0	3	4	2	18	1000
1	4	2	0	3	4	2	19	1000
1	4	2	0	1	4	2	1	3000
1	4	2	0	1	4	2	0	-989
1	4	2	0	1	4	2	3	3000
1	4	2	0	1	4	2	2	3000
1	4	2	0	1	4	2	5	3000
1	4	2	0	1	4	2	4	3000
1	4	2	0	1	4	2	7	3000
1	4	2	0	1	4	2	6	3000
1	4	2	0	1	4	2	9	3000
1	4	2	0	1	4	2	8	3000
1	4	2	0	1	4	2	11	3000
1	4	2	0	1	4	2	10	3000
1	4	2	0	1	4	2	13	3000
1	4	2	0	1	4	2	12	3000
1	4	2	0	1	4	2	15	3000
1	4	2	0	1	4	2	14	3000
1	4	2	0	1	4	2	17	3000
1	4	2	0	1	4	2	16	3000
1	4	2	0	1	4	2	19	3000
1	4	2	0	1	4	2	18	3000
1	4	2	0	1	3	2	0	1000
1	4	2	0	2	4	2	3	1000
1	4	2	0	2	4	2	2	1000
1	4	2	0	2	4	2	1	1000
1	4	2	0	2	4	2	0	1000
1	4	2	0	2	4	2	7	1000
1	4	2	0	2	4	2	6	1000
1	4	2	0	2	4	2	5	1000
1	4	2	0	2	4	2	4	1000
1	4	2	0	2	4	2	11	1000
1	4	2	0	2	4	2	10	1000
1	4	2	0	2	4	2	9	1000
1	4	2	0	2	4	2	8	1000
1	4	2	0	2	4	2	15	1000
1	4	2	0	2	4	2	14	1000
1	4	2	0	2	4	2	13	1000
1	4	2	0	2	4	2	12	1000
1	4	2	0	2	4	2	19	1000
1	4	2	0	2	4	2	18	1000
1	4	2	0	2	4	2	17	1000
1	4	2	0	2	4	2	16	1000
1	4	2	0	1	2	2	0	1000
1	4	2	3	3	4	2	4	1000
1	4	2	3	3	4	2	5	1000
1	4	2	3	3	4	2	6	1000
1	4	2	3	3	4	2	7	1000
1	4	2	3	3	4	2	0	1000
1	4	2	3	3	4	2	1	1000
1	4	2	3	3	4	2	2	1000
1	4	2	3	3	4	2	3	1000
1	4	2	3	3	4	2	12	1000
1	4	2	3	3	4	2	13	1000
1	4	2	3	3	4	2	14	1000
1	4	2	3	3	4	2	15	1000
1	4	2	3	3	4	2	8	1000
1	4	2	3	3	4	2	9	1000
1	4	2	3	3	4	2	10	1000
1	4	2	3	3	4	2	11	1000
1	4	2	3	3	4	2	16	1000
1	4	2	3	3	4	2	17	1000
1	4	2	3	3	4	2	18	1000
1	4	2	3	3	4	2	19	1000
1	4	2	3	1	4	2	1	1000
1	4	2	3	1	4	2	0	1000
1	4	2	3	1	4	2	3	10
1	4	2	3	1	4	2	2	1000
1	4	2	3	1	4	2	5	3000
1	4	2	3	1	4	2	4	3000
1	4	2	3	1	4	2	7	3000
1	4	2	3	1	4	2	6	3000
1	4	2	3	1	4	2	9	3000
1	4	2	3	1	4	2	8	3000
1	4	2	3	1	4	2	11	3000
1	4	2	3	1	4	2	10	3000
1	4	2	3	1	4	2	13	3000
1	4	2	3	1	4	2	12	3000
1	4	2	3	1	4	2	15	3000
1	4	2	3	1	4	2	14	3000
1	4	2	3	1	4	2	17	3000
1	4	2	3	1	4	2	16	3000
1	4	2	3	1	4	2	19	3000
1	4	2	3	1	4	2	18	3000
1	4	2	3	2	4	2	3	1000
1	4	2	3	2	4	2	2	1000
1	4	2	3	2	4	2	1	1000
1	4	2	3	2	4	2	0	1000
1	4	2	3	2	4	2	7	1000
1	4	2	3	2	4	2	6	1000
1	4	2	3	2	4	2	5	1000
1	4	2	3	2	4	2	4	1000
1	4	2	3	2	4	2	11	1000
1	4	2	3	2	4	2	10	1000
1	4	2	3	2	4	2	9	1000
1	4	2	3	2	4	2	8	1000
1	4	2	3	2	4	2	15	1000
1	4	2	3	2	4	2	14	1000
1	4	2	3	2	4	2	13	1000
1	4	2	3	2	4	2	12	1000
1	4	2	3	2	4	2	19	1000
1	4	2	3	2	4	2	18	1000
1	4	2	3	2	4	2	17	1000
1	4	2	3	2	4	2	16	1000
1	4	2	2	3	4	2	4	1000
1	4	2	2	3	4	2	5	1000
1	4	2	2	3	4	2	6	1000
1	4	2	2	3	4	2	7	1000
1	4	2	2	3	4	2	0	1000
1	4	2	2	3	4	2	1	1000
1	4	2	2	3	4	2	2	1000
1	4	2	2	3	4	2	3	1000
1	4	2	2	3	4	2	12	1000
1	4	2	2	3	4	2	13	1000
1	4	2	2	3	4	2	14	1000
1	4	2	2	3	4	2	15	1000
1	4	2	2	3	4	2	8	1000
1	4	2	2	3	4	2	9	1000
1	4	2	2	3	4	2	10	1000
1	4	2	2	3	4	2	11	1000
1	4	2	2	3	4	2	16	1000
1	4	2	2	3	4	2	17	1000
1	4	2	2	3	4	2	18	1000
1	4	2	2	3	4	2	19	1000
1	4	2	2	1	4	2	1	1000
1	4	2	2	1	4	2	0	1000
1	4	2	2	1	4	2	3	3000
1	4	2	2	1	4	2	2	10
1	4	2	2	1	4	2	5	3000
1	4	2	2	1	4	2	4	3000
1	4	2	2	1	4	2	7	3000
1	4	2	2	1	4	2	6	3000
1	4	2	2	1	4	2	9	3000
1	4	2	2	1	4	2	8	3000
1	4	2	2	1	4	2	11	3000
1	4	2	2	1	4	2	10	3000
1	4	2	2	1	4	2	13	3000
1	4	2	2	1	4	2	12	3000
1	4	2	2	1	4	2	15	3000
1	4	2	2	1	4	2	14	3000
1	4	2	2	1	4	2	17	3000
1	4	2	2	1	4	2	16	3000
1	4	2	2	1	4	2	19	3000
1	4	2	2	1	4	2	18	3000
1	4	2	2	2	4	2	3	1000
1	4	2	2	2	4	2	2	1000
1	4	2	2	2	4	2	1	1000
1	4	2	2	2	4	2	0	1000
1	4	2	2	2	4	2	7	1000
1	4	2	2	2	4	2	6	1000
1	4	2	2	2	4	2	5	1000
1	4	2	2	2	4	2	4	1000
1	4	2	2	2	4	2	11	1000
1	4	2	2	2	4	2	10	1000
1	4	2	2	2	4	2	9	1000
1	4	2	2	2	4	2	8	1000
1	4	2	2	2	4	2	15	1000
1	4	2	2	2	4	2	14	1000
1	4	2	2	2	4	2	13	1000
1	4	2	2	2	4	2	12	1000
1	4	2	2	2	4	2	19	1000
1	4	2	2	2	4	2	18	1000
1	4	2	2	2	4	2	17	1000
1	4	2	2	2	4	2	16	1000
1	4	2	5	3	4	2	4	1000
1	4	2	5	3	4	2	5	1000
1	4	2	5	3	4	2	6	1000
1	4	2	5	3	4	2	7	1000
1	4	2	5	3	4	2	0	1000
1	4	2	5	3	4	2	1	1000
1	4	2	5	3	4	2	2	1000
1	4	2	5	3	4	2	3	1000
1	4	2	5	3	4	2	12	1000
1	4	2	5	3	4	2	13	1000
1	4	2	5	3	4	2	14	1000
1	4	2	5	3	4	2	15	1000
1	4	2	5	3	4	2	8	1000
1	4	2	5	3	4	2	9	1000
1	4	2	5	3	4	2	10	1000
1	4	2	5	3	4	2	11	1000
1	4	2	5	3	4	2	16	1000
1	4	2	5	3	4	2	17	1000
1	4	2	5	3	4	2	18	1000
1	4	2	5	3	4	2	19	1000
1	4	2	5	1	4	2	1	1000
1	4	2	5	1	4	2	0	1000
1	4	2	5	1	4	2	3	1000
1	4	2	5	1	4	2	2	1000
1	4	2	5	1	4	2	5	10
1	4	2	5	1	4	2	4	1000
1	4	2	5	1	4	2	7	3000
1	4	2	5	1	4	2	6	3000
1	4	2	5	1	4	2	9	3000
1	4	2	5	1	4	2	8	3000
1	4	2	5	1	4	2	11	3000
1	4	2	5	1	4	2	10	3000
1	4	2	5	1	4	2	13	3000
1	4	2	5	1	4	2	12	3000
1	4	2	5	1	4	2	15	3000
1	4	2	5	1	4	2	14	3000
1	4	2	5	1	4	2	17	3000
1	4	2	5	1	4	2	16	3000
1	4	2	5	1	4	2	19	3000
1	4	2	5	1	4	2	18	3000
1	4	2	5	2	4	2	3	1000
1	4	2	5	2	4	2	2	1000
1	4	2	5	2	4	2	1	1000
1	4	2	5	2	4	2	0	1000
1	4	2	5	2	4	2	7	1000
1	4	2	5	2	4	2	6	1000
1	4	2	5	2	4	2	5	1000
1	4	2	5	2	4	2	4	1000
1	4	2	5	2	4	2	11	1000
1	4	2	5	2	4	2	10	1000
1	4	2	5	2	4	2	9	1000
1	4	2	5	2	4	2	8	1000
1	4	2	5	2	4	2	15	1000
1	4	2	5	2	4	2	14	1000
1	4	2	5	2	4	2	13	1000
1	4	2	5	2	4	2	12	1000
1	4	2	5	2	4	2	19	1000
1	4	2	5	2	4	2	18	1000
1	4	2	5	2	4	2	17	1000
1	4	2	5	2	4	2	16	1000
1	4	2	4	3	4	2	4	1000
1	4	2	4	3	4	2	5	1000
1	4	2	4	3	4	2	6	1000
1	4	2	4	3	4	2	7	1000
1	4	2	4	3	4	2	0	1000
1	4	2	4	3	4	2	1	1000
1	4	2	4	3	4	2	2	1000
1	4	2	4	3	4	2	3	1000
1	4	2	4	3	4	2	12	1000
1	4	2	4	3	4	2	13	1000
1	4	2	4	3	4	2	14	1000
1	4	2	4	3	4	2	15	1000
1	4	2	4	3	4	2	8	1000
1	4	2	4	3	4	2	9	1000
1	4	2	4	3	4	2	10	1000
1	4	2	4	3	4	2	11	1000
1	4	2	4	3	4	2	16	1000
1	4	2	4	3	4	2	17	1000
1	4	2	4	3	4	2	18	1000
1	4	2	4	3	4	2	19	1000
1	4	2	4	1	4	2	1	1000
1	4	2	4	1	4	2	0	1000
1	4	2	4	1	4	2	3	1000
1	4	2	4	1	4	2	2	1000
1	4	2	4	1	4	2	5	3000
1	4	2	4	1	4	2	4	10
1	4	2	4	1	4	2	7	3000
1	4	2	4	1	4	2	6	3000
1	4	2	4	1	4	2	9	3000
1	4	2	4	1	4	2	8	3000
1	4	2	4	1	4	2	11	3000
1	4	2	4	1	4	2	10	3000
1	4	2	4	1	4	2	13	3000
1	4	2	4	1	4	2	12	3000
1	4	2	4	1	4	2	15	3000
1	4	2	4	1	4	2	14	3000
1	4	2	4	1	4	2	17	3000
1	4	2	4	1	4	2	16	3000
1	4	2	4	1	4	2	19	3000
1	4	2	4	1	4	2	18	3000
1	4	2	4	2	4	2	3	1000
1	4	2	4	2	4	2	2	1000
1	4	2	4	2	4	2	1	1000
1	4	2	4	2	4	2	0	1000
1	4	2	4	2	4	2	7	1000
1	4	2	4	2	4	2	6	1000
1	4	2	4	2	4	2	5	1000
1	4	2	4	2	4	2	4	1000
1	4	2	4	2	4	2	11	1000
1	4	2	4	2	4	2	10	1000
1	4	2	4	2	4	2	9	1000
1	4	2	4	2	4	2	8	1000
1	4	2	4	2	4	2	15	1000
1	4	2	4	2	4	2	14	1000
1	4	2	4	2	4	2	13	1000
1	4	2	4	2	4	2	12	1000
1	4	2	4	2	4	2	19	1000
1	4	2	4	2	4	2	18	1000
1	4	2	4	2	4	2	17	1000
1	4	2	4	2	4	2	16	1000
1	4	2	7	3	4	2	4	1000
1	4	2	7	3	4	2	5	1000
1	4	2	7	3	4	2	6	1000
1	4	2	7	3	4	2	7	1000
1	4	2	7	3	4	2	0	1000
1	4	2	7	3	4	2	1	1000
1	4	2	7	3	4	2	2	1000
1	4	2	7	3	4	2	3	1000
1	4	2	7	3	4	2	12	1000
1	4	2	7	3	4	2	13	1000
1	4	2	7	3	4	2	14	1000
1	4	2	7	3	4	2	15	1000
1	4	2	7	3	4	2	8	1000
1	4	2	7	3	4	2	9	1000
1	4	2	7	3	4	2	10	1000
1	4	2	7	3	4	2	11	1000
1	4	2	7	3	4	2	16	1000
1	4	2	7	3	4	2	17	1000
1	4	2	7	3	4	2	18	1000
1	4	2	7	3	4	2	19	1000
1	4	2	7	1	4	2	1	1000
1	4	2	7	1	4	2	0	1000
1	4	2	7	1	4	2	3	1000
1	4	2	7	1	4	2	2	1000
1	4	2	7	1	4	2	5	1000
1	4	2	7	1	4	2	4	1000
1	4	2	7	1	4	2	7	10
1	4	2	7	1	4	2	6	1000
1	4	2	7	1	4	2	9	3000
1	4	2	7	1	4	2	8	3000
1	4	2	7	1	4	2	11	3000
1	4	2	7	1	4	2	10	3000
1	4	2	7	1	4	2	13	3000
1	4	2	7	1	4	2	12	3000
1	4	2	7	1	4	2	15	3000
1	4	2	7	1	4	2	14	3000
1	4	2	7	1	4	2	17	3000
1	4	2	7	1	4	2	16	3000
1	4	2	7	1	4	2	19	3000
1	4	2	7	1	4	2	18	3000
1	4	2	7	2	4	2	3	1000
1	4	2	7	2	4	2	2	1000
1	4	2	7	2	4	2	1	1000
1	4	2	7	2	4	2	0	1000
1	4	2	7	2	4	2	7	1000
1	4	2	7	2	4	2	6	1000
1	4	2	7	2	4	2	5	1000
1	4	2	7	2	4	2	4	1000
1	4	2	7	2	4	2	11	1000
1	4	2	7	2	4	2	10	1000
1	4	2	7	2	4	2	9	1000
1	4	2	7	2	4	2	8	1000
1	4	2	7	2	4	2	15	1000
1	4	2	7	2	4	2	14	1000
1	4	2	7	2	4	2	13	1000
1	4	2	7	2	4	2	12	1000
1	4	2	7	2	4	2	19	1000
1	4	2	7	2	4	2	18	1000
1	4	2	7	2	4	2	17	1000
1	4	2	7	2	4	2	16	1000
1	4	2	6	3	4	2	4	1000
1	4	2	6	3	4	2	5	1000
1	4	2	6	3	4	2	6	1000
1	4	2	6	3	4	2	7	1000
1	4	2	6	3	4	2	0	1000
1	4	2	6	3	4	2	1	1000
1	4	2	6	3	4	2	2	1000
1	4	2	6	3	4	2	3	1000
1	4	2	6	3	4	2	12	1000
1	4	2	6	3	4	2	13	1000
1	4	2	6	3	4	2	14	1000
1	4	2	6	3	4	2	15	1000
1	4	2	6	3	4	2	8	1000
1	4	2	6	3	4	2	9	1000
1	4	2	6	3	4	2	10	1000
1	4	2	6	3	4	2	11	1000
1	4	2	6	3	4	2	16	1000
1	4	2	6	3	4	2	17	1000
1	4	2	6	3	4	2	18	1000
1	4	2	6	3	4	2	19	1000
1	4	2	6	1	4	2	1	1000
1	4	2	6	1	4	2	0	1000
1	4	2	6	1	4	2	3	1000
1	4	2	6	1	4	2	2	1000
1	4	2	6	1	4	2	5	1000
1	4	2	6	1	4	2	4	1000
1	4	2	6	1	4	2	7	3000
1	4	2	6	1	4	2	6	10
1	4	2	6	1	4	2	9	3000
1	4	2	6	1	4	2	8	3000
1	4	2	6	1	4	2	11	3000
1	4	2	6	1	4	2	10	3000
1	4	2	6	1	4	2	13	3000
1	4	2	6	1	4	2	12	3000
1	4	2	6	1	4	2	15	3000
1	4	2	6	1	4	2	14	3000
1	4	2	6	1	4	2	17	3000
1	4	2	6	1	4	2	16	3000
1	4	2	6	1	4	2	19	3000
1	4	2	6	1	4	2	18	3000
1	4	2	6	2	4	2	3	1000
1	4	2	6	2	4	2	2	1000
1	4	2	6	2	4	2	1	1000
1	4	2	6	2	4	2	0	1000
1	4	2	6	2	4	2	7	1000
1	4	2	6	2	4	2	6	1000
1	4	2	6	2	4	2	5	1000
1	4	2	6	2	4	2	4	1000
1	4	2	6	2	4	2	11	1000
1	4	2	6	2	4	2	10	1000
1	4	2	6	2	4	2	9	1000
1	4	2	6	2	4	2	8	1000
1	4	2	6	2	4	2	15	1000
1	4	2	6	2	4	2	14	1000
1	4	2	6	2	4	2	13	1000
1	4	2	6	2	4	2	12	1000
1	4	2	6	2	4	2	19	1000
1	4	2	6	2	4	2	18	1000
1	4	2	6	2	4	2	17	1000
1	4	2	6	2	4	2	16	1000
1	4	2	9	3	4	2	4	1000
1	4	2	9	3	4	2	5	1000
1	4	2	9	3	4	2	6	1000
1	4	2	9	3	4	2	7	1000
1	4	2	9	3	4	2	0	1000
1	4	2	9	3	4	2	1	1000
1	4	2	9	3	4	2	2	1000
1	4	2	9	3	4	2	3	1000
1	4	2	9	3	4	2	12	1000
1	4	2	9	3	4	2	13	1000
1	4	2	9	3	4	2	14	1000
1	4	2	9	3	4	2	15	1000
1	4	2	9	3	4	2	8	1000
1	4	2	9	3	4	2	9	1000
1	4	2	9	3	4	2	10	1000
1	4	2	9	3	4	2	11	1000
1	4	2	9	3	4	2	16	1000
1	4	2	9	3	4	2	17	1000
1	4	2	9	3	4	2	18	1000
1	4	2	9	3	4	2	19	1000
1	4	2	9	1	4	2	1	1000
1	4	2	9	1	4	2	0	1000
1	4	2	9	1	4	2	3	1000
1	4	2	9	1	4	2	2	1000
1	4	2	9	1	4	2	5	1000
1	4	2	9	1	4	2	4	1000
1	4	2	9	1	4	2	7	1000
1	4	2	9	1	4	2	6	1000
1	4	2	9	1	4	2	9	0
1	4	2	9	1	4	2	8	1000
1	4	2	9	1	4	2	11	3000
1	4	2	9	1	4	2	10	3000
1	4	2	9	1	4	2	13	3000
1	4	2	9	1	4	2	12	3000
1	4	2	9	1	4	2	15	3000
1	4	2	9	1	4	2	14	3000
1	4	2	9	1	4	2	17	3000
1	4	2	9	1	4	2	16	3000
1	4	2	9	1	4	2	19	3000
1	4	2	9	1	4	2	18	3000
1	4	2	9	2	4	2	3	1000
1	4	2	9	2	4	2	2	1000
1	4	2	9	2	4	2	1	1000
1	4	2	9	2	4	2	0	1000
1	4	2	9	2	4	2	7	1000
1	4	2	9	2	4	2	6	1000
1	4	2	9	2	4	2	5	1000
1	4	2	9	2	4	2	4	1000
1	4	2	9	2	4	2	11	1000
1	4	2	9	2	4	2	10	1000
1	4	2	9	2	4	2	9	1000
1	4	2	9	2	4	2	8	1000
1	4	2	9	2	4	2	15	1000
1	4	2	9	2	4	2	14	1000
1	4	2	9	2	4	2	13	1000
1	4	2	9	2	4	2	12	1000
1	4	2	9	2	4	2	19	1000
1	4	2	9	2	4	2	18	1000
1	4	2	9	2	4	2	17	1000
1	4	2	9	2	4	2	16	1000
1	4	2	8	3	4	2	4	1000
1	4	2	8	3	4	2	5	1000
1	4	2	8	3	4	2	6	1000
1	4	2	8	3	4	2	7	1000
1	4	2	8	3	4	2	0	1000
1	4	2	8	3	4	2	1	1000
1	4	2	8	3	4	2	2	1000
1	4	2	8	3	4	2	3	1000
1	4	2	8	3	4	2	12	1000
1	4	2	8	3	4	2	13	1000
1	4	2	8	3	4	2	14	1000
1	4	2	8	3	4	2	15	1000
1	4	2	8	3	4	2	8	1000
1	4	2	8	3	4	2	9	1000
1	4	2	8	3	4	2	10	1000
1	4	2	8	3	4	2	11	1000
1	4	2	8	3	4	2	16	1000
1	4	2	8	3	4	2	17	1000
1	4	2	8	3	4	2	18	1000
1	4	2	8	3	4	2	19	1000
1	4	2	8	1	4	2	1	1000
1	4	2	8	1	4	2	0	1000
1	4	2	8	1	4	2	3	1000
1	4	2	8	1	4	2	2	1000
1	4	2	8	1	4	2	5	1000
1	4	2	8	1	4	2	4	1000
1	4	2	8	1	4	2	7	1000
1	4	2	8	1	4	2	6	1000
1	4	2	8	1	4	2	9	3000
1	4	2	8	1	4	2	8	0
1	4	2	8	1	4	2	11	3000
1	4	2	8	1	4	2	10	3000
1	4	2	8	1	4	2	13	3000
1	4	2	8	1	4	2	12	3000
1	4	2	8	1	4	2	15	3000
1	4	2	8	1	4	2	14	3000
1	4	2	8	1	4	2	17	3000
1	4	2	8	1	4	2	16	3000
1	4	2	8	1	4	2	19	3000
1	4	2	8	1	4	2	18	3000
1	4	2	8	2	4	2	3	1000
1	4	2	8	2	4	2	2	1000
1	4	2	8	2	4	2	1	1000
1	4	2	8	2	4	2	0	1000
1	4	2	8	2	4	2	7	1000
1	4	2	8	2	4	2	6	1000
1	4	2	8	2	4	2	5	1000
1	4	2	8	2	4	2	4	1000
1	4	2	8	2	4	2	11	1000
1	4	2	8	2	4	2	10	1000
1	4	2	8	2	4	2	9	1000
1	4	2	8	2	4	2	8	1000
1	4	2	8	2	4	2	15	1000
1	4	2	8	2	4	2	14	1000
1	4	2	8	2	4	2	13	1000
1	4	2	8	2	4	2	12	1000
1	4	2	8	2	4	2	19	1000
1	4	2	8	2	4	2	18	1000
1	4	2	8	2	4	2	17	1000
1	4	2	8	2	4	2	16	1000
1	4	2	11	3	4	2	4	1000
1	4	2	11	3	4	2	5	1000
1	4	2	11	3	4	2	6	1000
1	4	2	11	3	4	2	7	1000
1	4	2	11	3	4	2	0	1000
1	4	2	11	3	4	2	1	1000
1	4	2	11	3	4	2	2	1000
1	4	2	11	3	4	2	3	1000
1	4	2	11	3	4	2	12	1000
1	4	2	11	3	4	2	13	1000
1	4	2	11	3	4	2	14	1000
1	4	2	11	3	4	2	15	1000
1	4	2	11	3	4	2	8	1000
1	4	2	11	3	4	2	9	1000
1	4	2	11	3	4	2	10	1000
1	4	2	11	3	4	2	11	1000
1	4	2	11	3	4	2	16	1000
1	4	2	11	3	4	2	17	1000
1	4	2	11	3	4	2	18	1000
1	4	2	11	3	4	2	19	1000
1	4	2	11	1	4	2	1	1000
1	4	2	11	1	4	2	0	1000
1	4	2	11	1	4	2	3	1000
1	4	2	11	1	4	2	2	1000
1	4	2	11	1	4	2	5	1000
1	4	2	11	1	4	2	4	1000
1	4	2	11	1	4	2	7	1000
1	4	2	11	1	4	2	6	1000
1	4	2	11	1	4	2	9	1000
1	4	2	11	1	4	2	8	1000
1	4	2	11	1	4	2	11	0
1	4	2	11	1	4	2	10	1000
1	4	2	11	1	4	2	13	3000
1	4	2	11	1	4	2	12	3000
1	4	2	11	1	4	2	15	3000
1	4	2	11	1	4	2	14	3000
1	4	2	11	1	4	2	17	3000
1	4	2	11	1	4	2	16	3000
1	4	2	11	1	4	2	19	3000
1	4	2	11	1	4	2	18	3000
1	4	2	11	2	4	2	3	1000
1	4	2	11	2	4	2	2	1000
1	4	2	11	2	4	2	1	1000
1	4	2	11	2	4	2	0	1000
1	4	2	11	2	4	2	7	1000
1	4	2	11	2	4	2	6	1000
1	4	2	11	2	4	2	5	1000
1	4	2	11	2	4	2	4	1000
1	4	2	11	2	4	2	11	1000
1	4	2	11	2	4	2	10	1000
1	4	2	11	2	4	2	9	1000
1	4	2	11	2	4	2	8	1000
1	4	2	11	2	4	2	15	1000
1	4	2	11	2	4	2	14	1000
1	4	2	11	2	4	2	13	1000
1	4	2	11	2	4	2	12	1000
1	4	2	11	2	4	2	19	1000
1	4	2	11	2	4	2	18	1000
1	4	2	11	2	4	2	17	1000
1	4	2	11	2	4	2	16	1000
